emp_no,last_name,first_name,gender,salary,to_date
268652,Bojadziev,Frazer,F,40000,1990-04-21
268655,Mandell,Yahiko,M,40000,9999-01-01
268656,Copas,Gaetan,F,88455,9999-01-01
268659,Weedon,Pradeep,F,94126,9999-01-01
268661,Zaccaria,Mohammad,F,78913,1995-11-05
268661,Zaccaria,Mohammad,F,78913,9999-01-01
268665,Panwar,Hyuckchul,M,47624,9999-01-01
268667,Piazza,Munir,F,44330,2000-07-07
268678,Tsukune,Xiaoqiang,F,46052,9999-01-01
268684,Ramras,Yinghua,F,71012,1991-04-10
268698,Streng,Hercules,M,40000,9999-01-01
268698,Streng,Hercules,M,40000,2000-10-14
268699,Azadmanesh,Nadjib,M,40000,9999-01-01
268709,Rassart,Arunachalam,F,40000,9999-01-01
268717,Pettis,Zejun,M,51315,9999-01-01
268722,Marshall,Muneo,M,55840,9999-01-01
268723,Wegerle,Aleksander,M,40000,9999-01-01
268726,Thummel,Jianwen,M,51939,9999-01-01
268728,Kuszyk,Jouni,F,51539,9999-01-01
268740,Zhang,Fumiya,M,69425,9999-01-01
268742,Halloran,Gianluca,F,40000,9999-01-01
268887,Calkin,Krister,F,40000,9999-01-01
268901,Segond,Zengping,M,83638,9999-01-01
268902,Krohm,Arup,M,56509,2000-11-21
268911,Carrera,Randi,M,40000,9999-01-01
268912,DuBourdieux,Gully,M,40000,1994-10-18
268914,Alpin,Barry,F,57288,1987-04-07
268919,Rosin,Shay,M,60234,9999-01-01
268922,Bonifati,Eishiro,F,65189,9999-01-01
268925,Boissier,Udo,M,40000,1989-05-29
268935,Gimbel,Munehiko,F,54805,1998-05-18
268935,Gimbel,Munehiko,F,54805,9999-01-01
268938,Peltason,Kerhong,M,43949,1989-10-28
268941,Edelhoff,Danny,F,40000,9999-01-01
268957,Schapire,Heather,M,40000,9999-01-01
268962,dAstous,Chaosheng,F,43336,9999-01-01
268965,Attimonelli,Kiyomitsu,M,40000,9999-01-01
268967,Snedden,Tooru,M,40000,9999-01-01
268968,Wilharm,Van,M,40000,9999-01-01
268969,Kermarrec,Lein,M,56868,9999-01-01
268981,Schusler,Miomir,F,77047,9999-01-01
268985,Sichman,Unal,M,40000,9999-01-01
268992,Genther,Basil,F,69353,9999-01-01
268999,Back,Persi,M,40000,1999-04-06
269000,Krybus,Tadanori,M,80244,2000-05-22
269008,Emmart,Ranga,F,52715,9999-01-01
269012,Puoti,Ronghao,F,42129,1989-01-07
269012,Puoti,Ronghao,F,42129,9999-01-01
269017,Worfolk,Prodip,M,51175,9999-01-01
269019,Mundy,Vasiliy,F,53081,1996-09-04
269022,Gunderson,Masoud,F,40000,9999-01-01
269029,Bouloucos,Fan,M,77497,1992-06-08
269030,Masada,Aruna,F,61536,9999-01-01
269039,Alpin,Lenore,F,50571,9999-01-01
269041,Picaronny,Yahiko,M,60384,9999-01-01
269049,Furudate,Felicidad,M,85049,9999-01-01
269066,Plavsic,Brigham,M,40000,9999-01-01
269069,Mundy,Vishv,M,40000,9999-01-01
269081,Besancenot,Tiina,M,53351,9999-01-01
269093,Debuse,Unal,M,52637,1994-07-24
269102,Spinelli,Kyoichi,M,58051,1991-11-13
269107,Ritzmann,Candida,F,60153,9999-01-01
269109,Goldhammer,Karlis,M,77635,9999-01-01
269117,Basart,Pranav,M,60009,1998-05-17
269117,Basart,Pranav,M,60009,1998-01-01
269121,Gammage,Odysseas,F,62611,1990-04-29
269126,Rodham,Jaroslava,M,40000,9999-01-01
269126,Rodham,Jaroslava,M,40000,1995-12-10
269127,Ishibashi,Poorav,M,69865,9999-01-01
269133,Krychniak,Janche,F,40000,9999-01-01
269139,Gewali,Jeane,F,40000,9999-01-01
269151,Zaumen,Unal,F,40000,9999-01-01
269157,Asrin,Leaf,F,84354,9999-01-01
269159,Leslie,Saniya,M,42736,1991-10-12
269161,Feldmann,Oksana,F,40000,9999-01-01
268761,Buescher,Zhanqiu,M,65409,9999-01-01
268778,Akazan,Guadalupe,F,71783,9999-01-01
269180,VanScheik,Subir,M,51444,9999-01-01
269184,Gonthier,King,M,53362,2000-10-17
269184,Gonthier,King,M,53362,9999-01-01
268779,Krichel,Mooi,F,41392,2000-12-30
269188,Szilard,Pramod,F,51090,9999-01-01
269196,Schlenzig,Yonghoan,F,40000,9999-01-01
268815,Merey,Syozo,F,77856,9999-01-01
269197,Undy,Kiyokazu,M,58409,9999-01-01
269201,Thiran,Houman,M,85018,9999-01-01
269202,Rahier,Jagoda,F,62982,1996-07-10
269205,Junet,Fumitake,M,63958,1992-10-18
269205,Junet,Fumitake,M,63958,9999-01-01
269216,Zweizig,Weijing,M,57630,9999-01-01
269237,Naudin,Maik,M,40490,9999-01-01
269252,Schwartzbauer,Behnaam,M,65078,9999-01-01
268822,dAstous,Siddarth,F,40000,9999-01-01
269268,Steinauer,Khatoun,M,73679,9999-01-01
269269,Buchter,Leucio,M,83377,9999-01-01
269270,Melton,Manohar,F,69219,1993-03-09
269270,Melton,Manohar,F,69219,9999-01-01
269271,Zizka,Boaz,M,71177,9999-01-01
268838,Jumpertz,Mabry,F,40000,9999-01-01
269279,Staelin,Aria,M,40000,9999-01-01
269279,Staelin,Aria,M,40000,1996-07-17
269285,Falco,Hsiangchu,M,57550,9999-01-01
269286,Lamba,Sorina,M,94824,1999-10-12
269293,Kamber,Hairong,F,40000,9999-01-01
268848,Vandervoorde,Lene,M,40000,9999-01-01
269305,Prenel,Sergi,M,51768,9999-01-01
269309,Pelz,Hatim,M,68396,9999-01-01
268856,Doering,Kazuhiro,M,40000,9999-01-01
268859,Sridhar,Sailaja,F,40000,9999-01-01
268860,Aloisi,Mooi,F,40000,1994-06-20
268861,Ecklund,Duke,M,58177,9999-01-01
268862,Rassart,Jianhui,F,40000,9999-01-01
268863,Pleszkun,Sanjeeva,F,58116,9999-01-01
269315,Kleiser,Geoffrey,F,40000,1999-07-23
269315,Kleiser,Geoffrey,F,40000,9999-01-01
269316,Luby,Bartek,M,41795,9999-01-01
269320,Gewali,Sushant,M,62847,1992-04-09
268864,Vecchi,Suzette,M,40000,9999-01-01
269330,Lichtner,Mooi,F,48273,9999-01-01
269331,Itzigehl,Subhash,F,40000,9999-01-01
268867,Parascandalo,Tetsurou,M,40000,1994-08-29
269341,Keohane,Aluzio,F,62282,9999-01-01
269349,Birch,Jouni,F,40000,1994-01-15
268867,Parascandalo,Tetsurou,M,40000,9999-01-01
269359,Paludetto,Branimir,M,55460,9999-01-01
269368,Tasistro,Shalesh,M,40000,9999-01-01
268874,Radwan,Gou,M,40000,9999-01-01
269381,Peak,Hugh,F,52255,9999-01-01
268880,Strooper,Mary,M,40000,9999-01-01
269385,Aumann,Fay,F,42307,9999-01-01
268885,Portugali,Gila,M,94252,9999-01-01
269392,Polupanov,Jaana,M,63360,9999-01-01
269394,Noriega,Teiji,F,40000,9999-01-01
269399,Iacovou,Danny,F,40000,9999-01-01
269400,Murillo,Shuho,M,56434,9999-01-01
269414,Khalil,Izaskun,M,49760,9999-01-01
269414,Khalil,Izaskun,M,49760,2000-07-19
269419,Liesche,Goa,M,40000,2001-10-20
269423,Kolinko,Sajjad,F,57921,9999-01-01
269423,Kolinko,Sajjad,F,57921,1991-08-24
269427,Stille,Poorav,M,40000,9999-01-01
269439,Billingsley,Kerryn,F,45999,9999-01-01
269441,Zschoche,Pradeep,M,40000,9999-01-01
269443,Schaad,Ute,M,52961,9999-01-01
269446,Merel,Leif,M,43883,9999-01-01
269453,Chaudhuri,Yishai,M,46733,9999-01-01
269598,Junot,Rajmohan,M,43594,1995-02-18
269606,Pluym,Sadok,M,58768,9999-01-01
269466,Baer,Khalil,M,40000,9999-01-01
269501,Delaune,Udi,M,49855,9999-01-01
269505,Basawa,Erzsebet,F,51237,9999-01-01
269616,Apsitis,Yakkov,F,40000,9999-01-01
269617,Perng,Xianlong,F,40000,9999-01-01
269534,Trogemann,Kwok,F,66926,1996-02-06
269625,Fairtlough,Martien,M,40000,2001-02-25
269627,Rullman,Howell,M,44361,9999-01-01
269556,Lodder,Indrajit,M,40000,9999-01-01
269562,Henders,Shim,M,50979,1998-06-27
269641,Lamma,Ymte,F,48293,9999-01-01
269565,Rosar,Maik,M,52351,9999-01-01
269570,Kermarrec,Eben,M,99888,1996-05-02
269581,Hasenauer,Tonny,M,53895,9999-01-01
269648,Kirkerud,Martial,M,40000,1997-01-13
269583,Mattern,Mori,M,49398,9999-01-01
269587,Hedayat,Visit,M,40000,9999-01-01
269592,Argence,Kauko,M,40000,9999-01-01
269648,Kirkerud,Martial,M,40000,9999-01-01
269661,Syang,Arve,M,43060,9999-01-01
269662,Benantar,Shih,M,49429,9999-01-01
269665,Demir,Koichi,M,72687,9999-01-01
269667,Dalphin,Mabry,M,44783,1999-10-01
269667,Dalphin,Mabry,M,44783,9999-01-01
269672,Masaki,Xiaoheng,M,40000,1992-11-04
269758,Speckmann,Oldrich,F,50470,9999-01-01
269768,Rusterholz,Khaled,F,53875,9999-01-01
269775,Katzenelson,Kellie,M,40000,9999-01-01
269776,Pelc,Achilleas,M,56149,9999-01-01
269779,Syang,Kazuhisa,F,52092,9999-01-01
269780,Terkki,Weijing,M,44184,2001-12-30
269675,Cannard,Padma,M,40528,9999-01-01
269790,Gustavson,Shen,M,64025,9999-01-01
269802,Tiemann,Gregory,F,63368,9999-01-01
269678,Coney,Richard,M,54033,9999-01-01
269811,Jansch,Khoa,M,81970,9999-01-01
269812,Thorensen,Dayanand,M,45085,9999-01-01
269812,Thorensen,Dayanand,M,45085,1998-01-02
269813,Egerstedt,Chaitali,F,104331,9999-01-01
269817,Savasere,Shigehito,F,52965,9999-01-01
269686,Rosay,Hidde,M,40000,9999-01-01
269832,Zallocco,Ranan,M,63811,9999-01-01
269697,Weisert,Candido,F,90215,1999-01-28
269834,Erde,Wuxu,M,62972,9999-01-01
269835,Massonet,Rasikan,M,49479,9999-01-01
269841,Jumpertz,Vasilis,M,69797,9999-01-01
269854,Gente,Shih,M,44728,9999-01-01
269854,Gente,Shih,M,44728,2002-07-11
269697,Weisert,Candido,F,90215,9999-01-01
269705,Soloway,Kensyu,F,62003,9999-01-01
269865,Scharstein,Mohammed,M,45056,1998-03-06
269873,Danner,Hidekazu,M,66561,1999-11-08
269873,Danner,Hidekazu,M,66561,9999-01-01
269875,Erde,Ravishankar,M,40000,9999-01-01
269705,Soloway,Kensyu,F,62003,1987-10-05
269877,Servi,Mads,F,74916,2002-08-01
269878,Oehlmann,Premal,F,71295,2000-02-12
269706,Wissmann,Berni,M,65444,9999-01-01
269712,Vieth,Kazunori,F,44350,9999-01-01
269715,Crelier,Ohad,F,43382,9999-01-01
269715,Crelier,Ohad,F,43382,1997-02-28
269725,Ranon,Sarita,M,40000,9999-01-01
269893,McAlpine,Tayeb,M,72317,9999-01-01
269726,Valiente,Goo,M,72629,1994-06-18
269730,Ranft,Jordanka,F,40864,9999-01-01
269739,Reistad,Ekawit,M,54689,2001-04-15
269911,Lienhardt,Yakichi,M,55798,9999-01-01
269913,Jervis,Alain,M,89097,9999-01-01
269913,Jervis,Alain,M,89097,2001-12-12
269914,Baer,Fan,M,42629,9999-01-01
269918,Pelc,Stella,M,95504,9999-01-01
269922,Kakkar,Susanna,M,65024,1999-12-08
269922,Kakkar,Susanna,M,65024,1992-08-04
269923,Vadhan,Sanjiv,M,95408,9999-01-01
269924,Berstel,Francoise,M,67799,9999-01-01
269929,Clemencon,Lijia,M,55739,9999-01-01
269931,Cummings,Anneli,M,40000,1991-08-03
269936,Bratsberg,Cathie,M,64378,9999-01-01
269943,Couchot,Arve,M,40000,9999-01-01
269948,Gopalakrishnan,Akeel,F,54708,9999-01-01
270026,Ghalwash,Moss,M,57683,9999-01-01
270027,Binkley,Theirry,M,40822,9999-01-01
269949,Tyugu,Val,M,40000,1998-07-12
269950,Irland,Huei,F,50116,9999-01-01
269952,Kroha,Lijie,F,40000,9999-01-01
270033,Sluis,Muneo,M,54685,9999-01-01
269968,Nourani,Shahid,M,40000,1999-06-27
269969,Schaap,Premsyl,M,62352,9999-01-01
270039,Ecklund,Minghong,F,80406,9999-01-01
269985,Kriebel,Mingsen,F,42955,9999-01-01
269987,Crouzet,Falguni,M,54653,9999-01-01
270040,Schueller,Eric,M,56124,9999-01-01
270044,Falck,Maren,M,44539,9999-01-01
270052,Serna,Sanjay,F,49519,1998-04-18
270052,Serna,Sanjay,F,49519,9999-01-01
270058,Rodite,Oscal,M,40000,9999-01-01
269988,Shimshoni,Giao,M,57698,9999-01-01
269993,Comte,Taizo,F,80883,1996-12-28
270065,Siksek,Domenico,M,71699,2002-04-30
270000,Eterovic,Anwar,F,40000,9999-01-01
270004,Keirsey,Annemarie,F,59375,1997-06-26
270004,Keirsey,Annemarie,F,59375,2000-03-30
270006,Bolsens,Selwyn,M,64771,9999-01-01
270008,England,Tetsushi,M,46368,9999-01-01
270076,Rohrbach,Gadiel,M,48388,9999-01-01
270020,Vendrig,Mahmut,F,42223,9999-01-01
270087,Ranum,Kinh,F,50026,9999-01-01
270095,Matzov,JoAnne,F,40000,9999-01-01
270099,Rosaz,Krister,F,69919,9999-01-01
270103,Melski,Edwin,M,53869,9999-01-01
270173,Keohane,Younwoo,M,52034,9999-01-01
270179,Chepyzhov,Yakichi,M,61900,9999-01-01
270180,Chiodo,Magdalena,F,42315,1992-12-01
270106,Vanwelkenhuysen,Jeane,M,40000,1988-03-28
270184,Azumi,Udo,M,41786,9999-01-01
270189,Cronau,Kitty,F,86721,2001-01-19
270109,Fujisaki,Mara,F,40000,9999-01-01
270120,Gluchowski,Oguz,F,45336,1999-04-03
270216,Underwood,Spyrose,F,61277,1996-06-26
270235,Sundgren,Zeydy,M,40000,2000-01-27
270247,Szmurlo,Mats,M,45761,9999-01-01
270259,Onuegbe,Christoper,M,57329,9999-01-01
270290,Asser,Younwoo,M,40000,1987-03-30
270296,Barvinok,Jasminko,M,66118,9999-01-01
270299,Akazan,Genta,F,40000,9999-01-01
270303,Biros,Shaibal,F,40057,1990-01-09
270303,Biros,Shaibal,F,40057,9999-01-01
270304,Ramsak,Amabile,M,40000,9999-01-01
270313,Swift,Vidya,F,46605,1991-06-29
270318,Macedo,True,M,40000,9999-01-01
270320,Azulay,Tetsushi,M,41047,1992-01-30
270322,Zastre,Dannz,F,47491,9999-01-01
270339,Hanratty,Sashi,M,40113,9999-01-01
270348,Rubsam,Nitsan,F,40000,9999-01-01
270349,Herath,Kellyn,M,46976,1992-01-22
270364,Pellegrinelli,Anoosh,M,40000,9999-01-01
270371,Capobianchi,Moon,M,80759,1992-07-23
270371,Capobianchi,Moon,M,80759,9999-01-01
270383,Boguraev,Marsha,M,74367,2001-08-13
270121,Ritcey,Kaijung,M,40000,9999-01-01
270394,Improta,Suvo,M,40000,9999-01-01
270404,Minakawa,Gaurav,M,49472,1994-12-08
270125,Hettesheimer,Shih,F,60052,9999-01-01
270409,Merlo,Yuchang,F,43933,9999-01-01
270130,Ashish,Kayoko,M,74776,9999-01-01
270142,DuBourdieux,Xuejun,M,48005,9999-01-01
270431,Setia,Cullen,F,40000,2002-04-28
270146,Cappelli,Bernt,M,70315,9999-01-01
270438,Whitcomb,King,F,62675,9999-01-01
270149,Busillo,Zhanqiu,F,40000,9999-01-01
270448,Snedden,Becky,M,41906,9999-01-01
270150,Bellone,Atreyi,M,58047,9999-01-01
270151,Chiodo,Christoph,M,73326,9999-01-01
270154,Lortz,Perry,M,46480,9999-01-01
270453,Perri,Sadok,F,59525,1989-03-09
270596,Gien,Uriel,M,70361,2002-07-09
270482,Businaro,Muneo,F,41352,9999-01-01
270486,Schwabacher,Randy,F,54507,9999-01-01
270486,Schwabacher,Randy,F,54507,1988-03-09
270488,Genther,Augustine,M,70648,2002-03-14
270492,Leonhardt,Achilleas,M,52428,9999-01-01
270496,Peak,Kolar,M,75637,9999-01-01
270500,Heering,Alexius,F,65110,1996-04-05
270510,Bazelow,Claude,F,60600,9999-01-01
270521,Demos,Heekeun,F,50951,1999-04-20
270527,Strandh,Hinrich,M,60968,9999-01-01
270532,Riexinger,Geoffry,F,40000,9999-01-01
270599,Munck,Zeljko,F,80813,1990-08-18
270552,Greibach,Venkatesan,M,60204,9999-01-01
270564,Pearson,Abdelaziz,F,40000,9999-01-01
270625,Azevdeo,Rajmohan,M,48582,9999-01-01
270585,Glinert,Anneke,F,50395,9999-01-01
270630,Lortz,Masaru,M,40000,9999-01-01
270737,Marsiglia,Xinyu,M,52274,9999-01-01
270737,Marsiglia,Xinyu,M,52274,2001-09-30
270634,Vakili,Akeel,F,57610,9999-01-01
270649,Baik,Slavian,F,40268,9999-01-01
270765,Flanders,Stafford,F,54482,9999-01-01
270768,Smeets,Tuval,F,49268,9999-01-01
270770,Cronin,Petter,M,61187,1999-04-28
270773,Himler,Matt,M,44359,9999-01-01
270783,Vilarrasa,Aamod,M,62493,9999-01-01
270784,Docker,Piyush,M,53925,9999-01-01
270784,Docker,Piyush,M,53925,2002-08-01
270785,Zaiane,Yurii,F,81012,9999-01-01
270787,Wolniewicz,Utpal,M,42531,1989-01-24
270795,Diderrich,Domenico,M,101061,9999-01-01
270810,Braccini,Gonzalo,M,56560,1988-01-26
270810,Braccini,Gonzalo,M,56560,9999-01-01
270820,Pettis,Nahid,F,40000,9999-01-01
270651,Passino,Amstein,F,40000,9999-01-01
270822,Rodier,Kwun,F,40515,9999-01-01
270838,Jiang,Yurij,F,78228,9999-01-01
270842,Birke,Masasuke,M,69348,9999-01-01
270658,Beidas,Ewing,M,40000,1994-01-16
270849,Matzel,Tamiya,F,73867,1999-03-31
270856,Anido,Claudi,M,76666,2000-11-20
270863,Huttel,Sibyl,M,40000,2000-02-25
270662,Copas,Hausi,F,46183,9999-01-01
270874,Terlouw,Vitaly,F,40000,9999-01-01
270875,Magalhaes,Tadahiro,M,44123,1994-09-29
270877,Iwayama,Sariel,M,60867,9999-01-01
270669,Farrel,Leen,M,40000,1991-01-20
270679,Cannata,JoAnne,M,44184,1991-10-24
270695,Dahlbom,Marit,M,56057,9999-01-01
270885,Veldwijk,Yuuichi,F,40000,9999-01-01
270888,Rodham,Dannz,F,70849,9999-01-01
270890,Ohori,Basant,F,40000,9999-01-01
270898,Tanemo,Arno,M,77427,9999-01-01
270698,Lieblein,Hongzhu,M,40000,1987-12-28
270913,Zallocco,Wojceich,F,50347,1994-02-01
270915,Taubenfeld,Constantino,M,64065,9999-01-01
270919,Zweizig,JiYoung,F,40000,9999-01-01
270921,Wilfing,Adam,M,53574,2001-08-20
270698,Lieblein,Hongzhu,M,40000,9999-01-01
270922,Rouquie,Aram,M,82096,9999-01-01
270702,Birrer,Hailing,M,40000,9999-01-01
270704,Leivant,Rosella,M,49173,9999-01-01
270718,Birta,Berhard,F,41335,9999-01-01
270951,Hasham,Mario,M,40000,9999-01-01
270721,Luby,Margo,M,67371,9999-01-01
270957,Oskamp,Foong,F,58786,9999-01-01
270732,Itzigehl,Ghassan,M,40000,9999-01-01
270959,Danley,Odysseas,M,40000,9999-01-01
270966,Heering,Hongzue,M,54562,9999-01-01
270970,Picaronny,Jaroslava,M,45000,9999-01-01
270973,Kalloufi,Malu,F,59700,9999-01-01
270735,Beausoleil,Yucai,M,59308,9999-01-01
271033,Sidou,Anyuan,F,59402,9999-01-01
270983,Einsfeld,Shen,M,40000,9999-01-01
270988,Binding,Basant,M,43818,2000-03-28
270993,Heusch,Irena,M,40000,9999-01-01
271008,Plotkin,Masaru,M,62599,9999-01-01
271039,Colorni,Cedric,F,58248,9999-01-01
271013,Bage,Ipke,M,45483,9999-01-01
271040,Sidou,Chirstian,M,43832,9999-01-01
271016,Morton,Mihalis,M,75795,9999-01-01
271048,Cangellaris,Kristin,M,46283,1988-02-22
271050,Koblick,Takushi,M,82397,9999-01-01
271053,Baby,Bernd,F,42709,1996-02-01
271053,Baby,Bernd,F,42709,9999-01-01
271063,Morrow,Ramzi,F,65229,9999-01-01
271068,Angel,Nahla,M,43819,9999-01-01
271070,Kornatzky,Yannis,F,41122,1998-04-04
271070,Kornatzky,Yannis,F,41122,1995-03-09
271077,Stille,Kannan,F,57045,9999-01-01
271172,Heijenga,Chandrasekaran,F,46158,9999-01-01
271103,Shigei,Berry,F,40000,9999-01-01
271175,Viele,Jeanna,F,40000,1997-05-02
271179,Murrill,Jaewoo,M,90327,9999-01-01
271186,Engberts,Frederique,F,40000,9999-01-01
271188,Stiles,Chanjung,M,40000,2001-02-01
271189,Plump,Eirik,F,40000,9999-01-01
271190,Genther,Pradeep,M,92764,1994-08-29
271199,Karner,Tzvetan,F,40555,9999-01-01
271201,Lagarias,Franziska,F,56244,9999-01-01
271203,Poupard,Karoline,M,73409,9999-01-01
271206,Makrucki,Zongyan,F,63176,1995-07-19
271210,VanScheik,Lokesh,F,40000,9999-01-01
271231,Terlouw,Munehiro,M,52677,2001-04-04
271232,Demian,Ingmar,M,40000,9999-01-01
271234,Gluchowski,Naftali,F,40000,9999-01-01
271234,Gluchowski,Naftali,F,40000,1996-10-06
271255,Kusakabe,Shahid,F,64225,9999-01-01
271271,Seghrouchni,Yurii,M,64955,9999-01-01
271272,Matheson,Willard,M,40000,9999-01-01
271282,Siochi,Kamran,M,75636,9999-01-01
271284,Barvinok,Jackson,F,49990,9999-01-01
271109,Bednarek,Vincent,M,63129,9999-01-01
271300,Curless,Gilbert,M,70448,9999-01-01
271124,Jarecki,Shooichi,F,40000,9999-01-01
271135,Brattka,Chinho,F,40000,9999-01-01
271305,Zolotykh,Lena,F,42121,9999-01-01
271307,Pietrzykowski,Shaowei,F,53061,9999-01-01
271311,Gargeya,Christ,M,72308,9999-01-01
271319,Rosin,Hideo,M,95814,1998-06-05
271143,Farris,Mizuhito,F,40000,9999-01-01
271330,Werthner,Phillip,F,42913,9999-01-01
271330,Werthner,Phillip,F,42913,2001-08-22
271145,Shackel,Stella,F,70166,9999-01-01
271344,Rodiger,Eckart,M,40000,9999-01-01
271347,Driscoll,Ramachenga,F,40000,1999-08-29
271148,Czaja,Adel,M,40000,9999-01-01
271368,Tramer,Narain,M,44990,9999-01-01
271369,Peak,Zhenbing,M,58861,1994-10-25
271451,Leijenhorst,Bluma,M,86718,9999-01-01
271369,Peak,Zhenbing,M,58861,2000-04-28
271372,Setia,Bartek,F,40000,1994-08-24
271380,Dahlbom,LiMin,F,73508,9999-01-01
271383,Syang,Nishit,M,40000,9999-01-01
271384,Peron,Kwangho,M,40000,9999-01-01
271385,Sgarro,Abdelwaheb,M,80387,1990-12-04
271403,Kuzuoka,Baocai,F,94810,9999-01-01
271421,Litvinov,Nectarios,F,40000,9999-01-01
271452,Bergere,Hitomi,M,65650,1997-04-19
271429,Gustavson,Mostafa,M,55365,9999-01-01
271453,Gadepally,Shalesh,F,52819,9999-01-01
271436,Cummings,Fei,F,40000,1998-08-21
271436,Cummings,Fei,F,40000,9999-01-01
271459,Plump,Kenroku,F,40000,2000-12-14
271477,Whittlesey,Naftali,M,40530,9999-01-01
271480,Cooley,Arumugam,F,45121,9999-01-01
271491,Snedden,Fen,M,59543,9999-01-01
271594,Jonsson,Marjo,M,42787,9999-01-01
271602,Baak,Troy,M,40000,9999-01-01
271603,Carrere,Szabolcs,F,40000,9999-01-01
271604,Bael,Phillip,F,40000,9999-01-01
271605,Yemenis,Demin,F,62354,9999-01-01
271493,Jullig,Ulises,M,40000,9999-01-01
271607,Pezzoli,Augustine,M,50681,9999-01-01
271611,Raczkowsky,Vitaly,F,66059,9999-01-01
271495,Falco,Lena,M,40000,1994-07-15
271630,Peac,Fai,M,66718,2000-09-17
271631,Litecky,Ravishankar,M,70605,9999-01-01
271495,Falco,Lena,M,40000,9999-01-01
271638,Plavsic,Jungsoon,M,40000,9999-01-01
271644,Peroz,Pranav,F,40000,9999-01-01
271645,Besselaar,Roddy,F,40000,1994-05-09
271497,Bojadziev,Salvador,M,40000,9999-01-01
271648,Unno,Jungsoon,M,40000,9999-01-01
271504,Clemencon,Olivera,M,52688,9999-01-01
271532,Heering,Bilhanan,M,62951,2000-09-27
271674,Slobodova,Arif,F,48335,2002-05-09
271676,Herath,Ottavia,F,77009,1994-06-14
271679,Ladret,Shaz,F,63737,9999-01-01
271699,Kadhim,Macha,M,56570,1999-11-15
271703,Flowers,Debatosh,M,99281,9999-01-01
271704,Gente,Vivian,M,40000,9999-01-01
271704,Gente,Vivian,M,40000,2001-10-17
271710,Ossenbruggen,Leszek,F,40000,9999-01-01
271720,Cronan,Martijn,M,40000,1989-07-02
271536,Henders,Luisa,M,40000,9999-01-01
271725,Flasterstein,Gina,F,40000,1996-03-07
271726,Narwekar,Akeno,M,40000,1989-02-07
271727,Nourani,Dmitri,M,40000,9999-01-01
271537,Tiemann,Gio,M,40000,9999-01-01
271539,Rosca,Yakkov,F,58787,9999-01-01
271541,Cronau,Vidya,M,82058,9999-01-01
271545,Negoita,Temple,F,79212,9999-01-01
271549,Schauser,Bartek,F,51148,9999-01-01
271550,Menhardt,Mats,F,75106,1998-06-29
271752,Lipner,Yuguang,M,46638,9999-01-01
271754,Gente,Kenroku,M,40000,9999-01-01
271550,Menhardt,Mats,F,75106,9999-01-01
271760,Yavatkar,Tzu,M,56146,9999-01-01
271763,Furedi,Alois,F,40000,9999-01-01
271551,Hiraishi,Golgen,M,40000,1991-09-25
271769,Daescu,Richara,F,44942,1992-06-18
271560,Papastamatiou,Mohan,M,63670,2001-03-08
271769,Daescu,Richara,F,44942,1993-07-29
271776,Makrucki,Vasilii,M,40000,1998-07-17
271781,Dalton,Khalil,M,56985,2001-05-11
271793,Brendel,Kenroku,M,40000,9999-01-01
271560,Papastamatiou,Mohan,M,63670,9999-01-01
271565,Juneja,Sugwoo,M,62945,9999-01-01
271801,Bernardeschi,IEEE,M,43892,9999-01-01
271572,Jahnichen,Xiong,M,45194,1996-11-26
271803,Dichev,Tru,F,68302,9999-01-01
271816,Przulj,Chandrasekaran,M,40000,1988-01-05
271575,Tsunoo,Karoline,M,40000,9999-01-01
271828,Braunmuhl,Kamakshi,F,64785,1990-05-04
271828,Braunmuhl,Kamakshi,F,64785,9999-01-01
271576,Marquardt,Kirk,F,62563,9999-01-01
271837,Szmurlo,Narain,M,48301,9999-01-01
271837,Szmurlo,Narain,M,48301,1997-03-04
271579,Luan,Mechthild,F,55010,9999-01-01
271847,Takanami,Valdiodio,M,79780,9999-01-01
271847,Takanami,Valdiodio,M,79780,2000-06-26
271580,Delgrossi,Khun,M,40000,1997-06-28
271867,Aloia,Chenye,M,75299,1990-03-14
271867,Aloia,Chenye,M,75299,1989-08-29
271580,Delgrossi,Khun,M,40000,1994-04-06
272021,Asrin,Baoqiu,M,49057,2000-01-19
272021,Asrin,Baoqiu,M,49057,9999-01-01
272028,Curless,Laurentiu,M,43152,9999-01-01
272032,Zschoche,Ronghao,M,40000,9999-01-01
272032,Zschoche,Ronghao,M,40000,2001-11-09
272085,Swen,Arie,M,50027,9999-01-01
272089,Makrucki,Reuven,M,40000,2002-01-07
272089,Makrucki,Reuven,M,40000,9999-01-01
272093,Alpin,Boalin,M,76739,9999-01-01
272094,Mamelak,Uli,M,71222,9999-01-01
272096,Veevers,Geoffrey,M,40000,9999-01-01
272098,Bashian,Arno,F,49358,1992-09-14
272100,Murtagh,Berthier,F,41707,1995-12-08
271873,Jiafu,Piyush,M,43151,9999-01-01
271888,Gide,Dekang,F,40000,1988-02-18
271888,Gide,Dekang,F,40000,9999-01-01
271891,Ouhyoung,Karlis,M,43535,9999-01-01
271915,Anandan,Zhenbing,M,40287,9999-01-01
271918,Cronau,Giri,M,40000,9999-01-01
271918,Cronau,Giri,M,40000,2001-10-09
271922,Kalefeld,Val,F,44967,9999-01-01
271933,Ducloy,Arnould,M,58049,9999-01-01
271942,Borstler,Uta,F,49633,9999-01-01
