emp_no,first_name,last_name,title,from_date,to_date,hire_date,birth_date
214935,Makato,Hiroyama,Senior Engineer,2001-11-15,9999-01-01,1985-12-17,1954-08-15
215055,Percy,Percebois,Senior Engineer,2002-01-13,9999-01-01,1985-04-21,1952-05-06
215102,Horward,Puoti,Senior Staff,1996-07-17,9999-01-01,1985-06-09,1955-08-13
215109,Irena,Matzke,Senior Staff,1991-06-25,9999-01-01,1985-06-25,1952-03-29
215124,Gaetan,Waschkowski,Senior Staff,1994-04-11,9999-01-01,1985-04-11,1954-09-15
215168,Houman,Hellwagner,Senior Staff,1991-06-22,9999-01-01,1985-06-22,1953-02-20
215310,Sampalli,Dalton,Engineer,2001-08-25,9999-01-01,1985-10-29,1955-07-01
215326,Danae,Furudate,Staff,1999-02-17,9999-01-01,1985-06-03,1953-01-12
215345,Toshimori,Hertweck,Senior Staff,1994-07-23,9999-01-01,1985-07-23,1952-03-17
215360,Francesca,Meszaros,Senior Staff,1993-07-27,9999-01-01,1985-07-27,1953-04-15
215374,Hatim,Szilard,Senior Engineer,1993-04-16,9999-01-01,1985-04-16,1955-03-20
215383,Xuejun,Kushner,Senior Staff,1996-03-05,9999-01-01,1985-09-15,1955-12-06
215402,Sanjiv,Prochazka,Staff,2000-01-01,9999-01-01,1985-06-26,1955-01-02
215438,Bernd,Magalhaes,Senior Engineer,1991-09-20,9999-01-01,1985-09-20,1954-08-17
215467,Xinyu,Capobianchi,Staff,1996-09-28,9999-01-01,1985-10-20,1954-07-27
215471,Nechama,Dehkordi,Senior Engineer,1990-02-25,9999-01-01,1985-02-25,1955-02-08
215549,Mara,Georgatos,Senior Staff,1994-07-27,9999-01-01,1985-07-27,1952-02-29
215575,Tran,Hofting,Senior Engineer,1993-10-02,9999-01-01,1985-10-02,1952-07-04
215620,Aiichiro,Baik,Senior Engineer,1993-08-02,9999-01-01,1985-03-25,1952-07-17
215680,Lokesh,Billingsley,Engineer,1997-08-24,9999-01-01,1985-10-08,1952-03-13
215685,Filipe,Nooteboom,Senior Engineer,1985-06-22,9999-01-01,1985-06-22,1952-02-08
215697,Tooru,Bardell,Technique Leader,1985-07-22,9999-01-01,1985-07-22,1953-02-21
215726,Khosrow,Michaels,Senior Staff,1987-08-08,9999-01-01,1985-03-20,1955-06-11
215831,Halsur,Ferriere,Senior Engineer,1993-08-21,9999-01-01,1985-08-21,1955-03-12
215848,Arnd,Chenoweth,Senior Staff,1992-09-04,9999-01-01,1985-09-04,1955-02-01
215890,Denis,Kroon,Senior Engineer,1993-05-20,9999-01-01,1985-05-20,1952-09-01
215900,Yoshimitsu,Chvatal,Senior Engineer,1994-11-19,9999-01-01,1985-11-09,1953-08-14
215917,Mohua,Valette,Senior Engineer,1995-07-20,9999-01-01,1985-12-22,1952-07-19
215941,Atilio,Herber,Technique Leader,1985-07-03,9999-01-01,1985-07-03,1954-06-24
215963,Luigi,Chinen,Staff,1996-10-03,9999-01-01,1985-11-20,1953-02-21
215980,Dipayan,Irland,Senior Engineer,1990-10-12,9999-01-01,1985-10-12,1952-05-17
215989,Kersti,Hofting,Senior Engineer,1994-11-11,9999-01-01,1985-08-28,1953-12-12
216020,Taiji,Gurbaxani,Senior Engineer,1992-08-14,9999-01-01,1985-08-14,1955-11-07
216028,Guadalupe,Hofmeyr,Senior Engineer,1994-05-29,9999-01-01,1985-05-29,1955-01-17
216034,Marit,Pollacia,Senior Engineer,1996-06-27,9999-01-01,1985-07-04,1954-08-11
216116,Yuuichi,Petersohn,Senior Staff,1985-09-06,9999-01-01,1985-09-06,1955-04-16
216131,Paloma,Schaft,Senior Staff,1994-08-07,9999-01-01,1985-05-19,1954-11-27
216181,Susuma,Biran,Senior Staff,1993-12-26,9999-01-01,1985-12-26,1954-06-29
216270,Jeong,Kohling,Technique Leader,1985-05-26,9999-01-01,1985-05-26,1953-12-05
216295,Kerhong,Siegrist,Staff,1995-10-13,9999-01-01,1985-12-28,1954-12-06
216301,Yannis,Kilgour,Senior Staff,2001-04-04,9999-01-01,1985-12-09,1955-04-14
216390,Sergi,Keustermans,Technique Leader,1999-03-23,9999-01-01,1985-07-15,1955-07-31
216392,Ziyad,Baer,Senior Staff,1988-11-30,9999-01-01,1985-12-29,1952-03-31
216395,Sakthirel,Ohori,Senior Staff,1990-03-18,9999-01-01,1985-05-06,1953-10-11
216397,Feixiong,Brodal,Senior Staff,1990-10-11,9999-01-01,1985-10-11,1955-08-24
216423,Boaz,Lorcy,Senior Engineer,1994-05-02,9999-01-01,1985-05-02,1953-01-07
216443,Troy,Pero,Senior Engineer,1985-11-10,9999-01-01,1985-11-10,1954-03-15
216460,Tetsushi,Gerteisen,Senior Engineer,1989-07-13,9999-01-01,1985-11-21,1955-10-31
216532,Dung,Merli,Senior Engineer,1992-07-23,9999-01-01,1985-07-23,1953-12-02
216559,Munir,Heinisuo,Senior Staff,1992-09-03,9999-01-01,1985-09-03,1954-08-04
216583,Shir,Dehkordi,Staff,1994-04-19,9999-01-01,1985-06-10,1954-05-04
216642,Kazuhiko,Mondadori,Senior Staff,1993-08-17,9999-01-01,1985-08-17,1952-10-17
216668,Kellie,Rodite,Senior Staff,2001-05-17,9999-01-01,1985-04-26,1952-09-27
216678,Khatoun,Laurillard,Senior Staff,1998-09-21,9999-01-01,1985-02-21,1954-12-24
216722,Leen,Sudbeck,Senior Engineer,1990-05-01,9999-01-01,1985-05-01,1954-08-01
216734,Yakkov,Swist,Senior Engineer,1994-05-02,9999-01-01,1985-05-02,1953-09-25
216789,Eben,Ghemri,Engineer,1997-11-07,9999-01-01,1985-11-23,1952-12-22
216885,Fumiya,Leuchs,Senior Engineer,1994-06-04,9999-01-01,1985-04-27,1953-11-26
216904,Khosrow,Leivant,Engineer,1998-06-13,9999-01-01,1985-03-17,1954-03-07
216927,Susumu,Welham,Senior Staff,1985-12-12,9999-01-01,1985-12-12,1954-05-03
216965,Badri,Birke,Senior Staff,2002-04-30,9999-01-01,1985-09-08,1952-12-07
216975,Branimir,Salverda,Senior Engineer,1990-03-21,9999-01-01,1985-03-21,1954-03-09
217062,Candido,Cappello,Senior Engineer,1995-06-28,9999-01-01,1985-06-28,1952-08-29
217070,Aksel,Gargeya,Senior Staff,1994-04-24,9999-01-01,1985-04-24,1953-07-02
217099,Jolita,Cyne,Senior Staff,1986-09-23,9999-01-01,1985-06-26,1955-08-20
217168,Mahmut,Heystek,Senior Engineer,1994-02-27,9999-01-01,1985-11-25,1955-01-14
217173,Torsten,Krichel,Senior Staff,1992-04-17,9999-01-01,1985-04-17,1953-12-02
217342,Paris,Perng,Senior Staff,1996-10-25,9999-01-01,1985-10-03,1952-06-01
217377,Zhaofang,Gecsei,Senior Engineer,1992-02-25,9999-01-01,1985-11-18,1955-01-17
217497,Karsten,Monarch,Senior Engineer,1995-12-03,9999-01-01,1985-10-15,1955-02-25
217509,Saeed,Beutelspacher,Senior Engineer,1996-08-11,9999-01-01,1985-06-03,1955-10-20
217523,Abdulla,Zolotykh,Senior Engineer,1992-03-05,9999-01-01,1985-03-05,1954-02-05
217558,Oldrich,Bugaenko,Senior Engineer,1992-10-20,9999-01-01,1985-10-20,1955-08-12
217598,Piyawadee,Przulj,Senior Engineer,2000-03-10,9999-01-01,1985-07-11,1955-04-27
217606,Khalid,Luit,Technique Leader,1990-07-08,9999-01-01,1985-02-14,1952-08-03
217624,Guadalupe,Rajaraman,Senior Staff,1985-03-13,9999-01-01,1985-03-13,1954-06-25
217642,Nectarios,Lieberherr,Engineer,1996-02-08,9999-01-01,1985-03-09,1953-04-09
217649,Lidong,Potthoff,Senior Staff,1988-04-10,9999-01-01,1985-04-21,1955-04-01
217661,Chenxi,Janetzko,Staff,1999-08-18,9999-01-01,1985-07-24,1952-06-05
217699,Khue,Vesna,Engineer,1998-07-11,9999-01-01,1985-08-29,1953-02-05
217734,Tayeb,Eldridge,Staff,1999-06-20,9999-01-01,1985-12-10,1953-06-08
217824,Tomofumi,Ranai,Senior Staff,1995-12-24,9999-01-01,1985-11-17,1955-08-26
217845,Deborah,Matheson,Technique Leader,1985-04-24,9999-01-01,1985-04-24,1952-10-09
217870,JoAnna,Simmel,Senior Engineer,1999-06-08,9999-01-01,1985-06-07,1954-05-21
217879,Dmitry,Manders,Senior Staff,1991-08-10,9999-01-01,1985-08-10,1952-03-26
217970,Frazer,Escriba,Senior Staff,1993-12-02,9999-01-01,1985-12-02,1952-11-29
217998,Dipankar,Murthy,Senior Engineer,2000-08-14,9999-01-01,1985-08-04,1953-11-16
218098,Shietung,Conia,Senior Staff,1992-04-09,9999-01-01,1985-04-09,1953-09-21
218183,Zsolt,Papastamatiou,Senior Staff,1986-05-11,9999-01-01,1985-11-04,1953-02-17
218195,Niteen,Poujol,Engineer,1996-11-23,9999-01-01,1985-11-22,1952-06-18
218217,Wuxu,Bernick,Senior Staff,1994-03-20,9999-01-01,1985-03-20,1955-05-31
218254,Susanna,Eugenio,Senior Staff,1991-06-28,9999-01-01,1985-06-28,1954-10-08
218264,Kenton,Uludag,Senior Engineer,1994-03-12,9999-01-01,1985-03-12,1954-05-26
218275,Mayuri,Furudate,Senior Engineer,1990-10-07,9999-01-01,1985-10-07,1952-08-11
218303,Oscal,Thorensen,Senior Staff,1990-12-06,9999-01-01,1985-12-06,1953-12-31
218358,Takushi,Picel,Technique Leader,1991-11-24,9999-01-01,1985-12-29,1954-10-11
218414,Shay,Basagni,Senior Engineer,1993-10-18,9999-01-01,1985-10-18,1955-08-11
218528,Heeju,Matzat,Senior Engineer,1991-05-18,9999-01-01,1985-05-18,1955-12-05
218535,Yurij,Pleszkun,Senior Staff,1999-09-27,9999-01-01,1985-02-07,1955-07-25
218562,Arvin,Furudate,Senior Engineer,1985-10-29,9999-01-01,1985-10-29,1952-03-12
218574,Shiv,Sessa,Engineer,1997-03-23,9999-01-01,1985-12-30,1954-09-19
218592,Shalesh,McDermid,Senior Staff,2002-04-06,9999-01-01,1985-12-25,1952-12-02
218598,Kristen,Mandell,Senior Engineer,1999-06-23,9999-01-01,1985-06-22,1954-11-27
218608,Udi,McClurg,Senior Engineer,1985-06-09,9999-01-01,1985-06-09,1955-08-17
218619,Theirry,Unni,Staff,1999-10-11,9999-01-01,1985-09-16,1953-06-13
218655,Kiyotoshi,Lakshmanan,Engineer,1998-02-10,9999-01-01,1985-08-03,1953-03-05
218682,Elrique,Delgrande,Senior Staff,1995-10-11,9999-01-01,1985-03-23,1953-10-26
218693,Sanjiv,Pashtan,Senior Staff,1993-09-04,9999-01-01,1985-09-04,1953-02-18
218717,Ayonca,Werthner,Senior Staff,1985-12-16,9999-01-01,1985-12-16,1953-07-16
218725,Genevieve,Hatcliff,Senior Staff,2000-01-08,9999-01-01,1985-07-08,1952-08-24
218731,Youjian,Diderrich,Senior Staff,1985-04-23,9999-01-01,1985-04-23,1952-11-24
218739,Dannz,Vadhan,Senior Staff,1993-08-23,9999-01-01,1985-08-23,1954-12-28
218879,Somnath,Irland,Senior Staff,1985-03-01,9999-01-01,1985-03-01,1954-04-23
218916,Iara,Cronan,Engineer,1999-09-12,9999-01-01,1985-07-06,1952-08-09
218924,Apostol,Hiraishi,Senior Staff,1996-08-19,9999-01-01,1985-03-31,1954-08-17
218927,Saddek,Jenevein,Senior Staff,2002-04-23,9999-01-01,1985-04-07,1953-08-17
218983,Yannis,Tasistro,Senior Staff,1990-03-28,9999-01-01,1985-03-28,1954-03-18
219008,Claudi,Staelin,Senior Engineer,1992-08-01,9999-01-01,1985-08-01,1955-09-11
219026,Nathalie,Quittner,Senior Staff,1999-09-02,9999-01-01,1985-07-13,1953-04-24
219036,Toney,Keohane,Engineer,1999-04-01,9999-01-01,1985-05-11,1955-10-04
219211,Nakhoon,Weedon,Senior Engineer,1997-12-02,9999-01-01,1985-02-14,1952-12-01
219251,Gian,Braunschweig,Senior Staff,2000-05-05,9999-01-01,1985-05-14,1952-04-30
219265,Masanao,Koshino,Senior Engineer,1991-02-12,9999-01-01,1985-02-12,1954-05-03
219267,Aloys,Tibblin,Senior Engineer,1998-02-06,9999-01-01,1985-07-09,1955-10-13
219275,Weidon,Rando,Senior Engineer,1997-01-08,9999-01-01,1985-02-09,1952-11-05
219329,Holgard,Heiserman,Senior Staff,2001-06-08,9999-01-01,1985-08-20,1955-12-15
219396,Miomir,Flanders,Senior Engineer,2000-09-30,9999-01-01,1985-04-12,1954-10-18
219414,Nahum,Hegner,Technique Leader,1993-07-11,9999-01-01,1985-08-22,1954-03-26
219462,Quingbo,Uludag,Senior Staff,1990-06-26,9999-01-01,1985-06-26,1952-11-29
219466,Hatem,Asmuth,Senior Staff,1996-12-30,9999-01-01,1985-04-13,1954-05-13
219489,Tsutomu,Ramalingam,Senior Engineer,1999-12-06,9999-01-01,1985-05-01,1952-05-16
219519,Kazunori,Mitzlaff,Senior Staff,2002-01-16,9999-01-01,1985-03-20,1952-12-07
219604,Mari,Borstler,Senior Engineer,1990-11-20,9999-01-01,1985-11-20,1953-11-27
219646,Huai,Reghbati,Engineer,1999-09-14,9999-01-01,1985-02-08,1952-12-31
219716,Shuji,Linares,Engineer,1997-09-02,9999-01-01,1985-04-30,1955-05-06
219809,Kauko,Mansanne,Senior Engineer,1996-08-29,9999-01-01,1985-07-06,1955-07-03
219860,Taisook,Quaggetto,Technique Leader,1999-03-11,9999-01-01,1985-12-12,1953-12-22
219898,Tonny,Felcyn,Senior Staff,1993-03-05,9999-01-01,1985-12-25,1955-02-06
219985,Luisa,Ranka,Senior Engineer,1991-02-17,9999-01-01,1985-02-17,1952-04-04
220007,Maren,Molenkamp,Senior Engineer,1990-12-06,9999-01-01,1985-12-06,1955-09-08
220009,Billie,Kakkad,Senior Staff,1995-06-08,9999-01-01,1985-10-23,1954-04-30
220019,Rafael,Lamba,Senior Staff,1995-07-04,9999-01-01,1985-12-05,1954-09-15
220051,JoAnne,Matheson,Senior Staff,1993-04-16,9999-01-01,1985-04-16,1952-05-29
220202,Mats,Menhardt,Senior Staff,1993-09-09,9999-01-01,1985-09-09,1955-12-17
220203,Shigenori,Schueller,Senior Staff,1985-11-24,9999-01-01,1985-11-24,1952-04-26
220320,Chiranjit,Gaughan,Senior Engineer,1990-09-04,9999-01-01,1985-09-04,1955-04-13
220323,Tomoyuki,Hainaut,Senior Staff,1990-11-15,9999-01-01,1985-11-15,1953-04-29
220331,Danai,Middleton,Senior Staff,1985-07-30,9999-01-01,1985-07-30,1954-10-22
220334,Sakthirel,Cappello,Senior Staff,1996-03-14,9999-01-01,1985-09-10,1954-11-23
220352,Christoper,Magliocco,Senior Staff,2001-11-21,9999-01-01,1985-06-25,1955-04-28
220358,Geraldo,Magliocco,Senior Staff,1993-07-14,9999-01-01,1985-07-14,1955-04-28
220359,Charmane,Peltason,Senior Staff,1993-10-30,9999-01-01,1985-10-30,1954-05-08
220425,Golgen,Mitchem,Senior Engineer,1990-06-02,9999-01-01,1985-06-02,1954-03-05
220442,Shuzo,Improta,Senior Staff,1999-03-09,9999-01-01,1985-05-11,1952-05-21
220512,Gretta,Basagni,Senior Engineer,1985-07-16,9999-01-01,1985-07-16,1952-09-28
220622,Tsuneo,Bernardinello,Technique Leader,1985-08-30,9999-01-01,1985-08-30,1953-04-02
220671,Ult,Birta,Senior Engineer,1985-02-16,9999-01-01,1985-02-16,1954-06-19
220692,Monique,Remmele,Senior Engineer,1989-10-21,9999-01-01,1985-04-23,1952-12-02
220785,Sugwoo,Redmiles,Senior Engineer,1985-10-28,9999-01-01,1985-10-28,1952-09-20
220795,Cedric,Holburn,Senior Staff,1985-12-23,9999-01-01,1985-12-23,1955-03-06
220850,KayLiang,Lipner,Senior Engineer,1993-12-04,9999-01-01,1985-12-04,1955-11-25
220872,Soenke,Berztiss,Technique Leader,1993-05-04,9999-01-01,1985-02-05,1952-12-14
220881,Subbu,Wissmann,Senior Staff,1996-01-12,9999-01-01,1985-07-28,1955-02-13
220897,Kwangjo,Serot,Technique Leader,1985-06-20,9999-01-01,1985-06-20,1955-06-23
220901,Stevo,Zumaque,Senior Engineer,1999-06-09,9999-01-01,1985-09-26,1954-12-18
220904,Kwee,Boudaillier,Technique Leader,1993-02-08,9999-01-01,1985-05-25,1953-07-30
220932,Hinrich,Bisiani,Senior Engineer,1990-07-11,9999-01-01,1985-07-11,1955-10-26
220956,Dannz,Beerel,Senior Staff,1986-02-19,9999-01-01,1985-10-21,1953-11-05
221035,Troy,Facello,Senior Staff,1993-11-27,9999-01-01,1985-11-27,1953-07-21
221088,Danae,Kawashima,Senior Engineer,1993-08-07,9999-01-01,1985-08-07,1953-10-26
221167,Yishay,Meszaros,Senior Engineer,1993-12-23,9999-01-01,1985-12-23,1954-06-14
221230,Yaghout,Curless,Engineer,1997-02-08,9999-01-01,1985-07-02,1953-08-16
221235,Shen,Gimarc,Senior Staff,1994-03-07,9999-01-01,1985-09-20,1955-06-27
221262,Chenxi,Alpay,Senior Engineer,1999-04-07,9999-01-01,1985-11-13,1954-07-10
221272,Duangkaew,Makinen,Senior Engineer,2000-11-07,9999-01-01,1985-07-12,1954-10-29
221308,Shounak,Kroft,Senior Engineer,1992-05-02,9999-01-01,1985-05-02,1955-07-08
221354,Van,Schaar,Senior Engineer,2001-07-23,9999-01-01,1985-09-16,1953-03-21
221385,Nalini,Randi,Senior Staff,2000-02-17,9999-01-01,1985-09-13,1952-11-03
221404,Constantino,Butner,Senior Engineer,1991-07-24,9999-01-01,1985-07-24,1952-05-28
221417,Bezalel,Kisuki,Senior Engineer,1992-05-31,9999-01-01,1985-05-31,1955-02-17
221528,Jixiang,Molenkamp,Senior Engineer,1985-06-29,9999-01-01,1985-06-29,1952-07-03
221571,Siddarth,Candan,Senior Staff,1989-06-20,9999-01-01,1985-06-30,1955-05-16
221577,Gita,Capobianchi,Senior Staff,1997-05-27,9999-01-01,1985-09-13,1952-03-21
221594,Niteen,Strooper,Senior Engineer,1994-07-01,9999-01-01,1985-07-01,1955-01-06
221599,Juyoung,Serot,Senior Staff,1990-03-19,9999-01-01,1985-03-19,1954-10-10
221609,Naftaly,Champarnaud,Engineer,1994-12-17,9999-01-01,1985-12-17,1955-07-10
221631,Fusako,Ponthieu,Senior Staff,1993-12-23,9999-01-01,1985-12-23,1955-10-02
221663,Parto,Pileggi,Senior Staff,1993-05-06,9999-01-01,1985-05-06,1954-12-29
221683,Gritta,Osgood,Senior Engineer,1997-06-24,9999-01-01,1985-12-28,1953-11-03
221755,Luerbio,Sudbeck,Senior Staff,1993-08-11,9999-01-01,1985-08-11,1955-10-12
221772,Ronghao,Kaiserswerth,Senior Engineer,1997-10-27,9999-01-01,1985-11-15,1954-12-23
221777,Eben,Kavraki,Senior Engineer,1994-06-16,9999-01-01,1985-06-16,1955-09-04
221801,Kristinn,Rahimi,Senior Engineer,1997-08-11,9999-01-01,1985-08-12,1955-10-27
221805,Yucai,Luders,Senior Staff,1994-10-12,9999-01-01,1985-10-12,1954-06-16
221878,Phillip,Albarhamtoshy,Senior Engineer,1998-02-04,9999-01-01,1985-12-04,1953-03-24
221881,Subhash,Cyne,Senior Staff,1985-04-22,9999-01-01,1985-04-22,1953-02-18
221916,Kristine,Theuretzbacher,Senior Engineer,1998-08-01,9999-01-01,1985-04-28,1954-08-08
221946,Kazuhira,Foote,Senior Engineer,1994-03-11,9999-01-01,1985-05-10,1952-09-12
222048,Gen,Sidhu,Senior Engineer,1990-08-13,9999-01-01,1985-08-13,1954-10-19
222105,Qingxiang,Koblick,Senior Staff,1993-07-05,9999-01-01,1985-07-05,1954-01-26
222180,Maia,Feinberg,Senior Staff,1997-11-18,9999-01-01,1985-05-02,1953-01-25
222196,Takahito,Yurek,Senior Staff,1994-03-13,9999-01-01,1985-03-13,1955-03-27
222242,Michaela,Baer,Senior Staff,1999-01-16,9999-01-01,1985-02-18,1954-03-02
222268,Guadalupe,Hedayat,Senior Engineer,1999-08-14,9999-01-01,1985-04-21,1952-03-01
222314,Mingzeng,Rothenberg,Senior Engineer,1990-03-21,9999-01-01,1985-03-21,1954-03-29
222326,DeForest,Heyers,Senior Engineer,1992-11-08,9999-01-01,1985-07-31,1953-04-15
222339,Junichi,Grabner,Senior Engineer,2001-05-05,9999-01-01,1985-05-05,1954-01-16
222359,Kristen,Murtafg,Engineer,1999-10-17,9999-01-01,1985-03-17,1954-07-02
222364,Shao,Benzmuller,Senior Engineer,1990-02-28,9999-01-01,1985-02-28,1953-01-21
222369,Mingsen,Mellouli,Senior Staff,1993-12-26,9999-01-01,1985-12-26,1955-02-10
222410,Jianhao,Erie,Senior Engineer,1996-03-26,9999-01-01,1985-06-15,1952-08-09
222470,Jaques,Velardi,Senior Engineer,1998-06-04,9999-01-01,1985-09-11,1953-02-15
222510,Honglan,Speckmann,Senior Engineer,1993-11-02,9999-01-01,1985-11-02,1952-03-12
222550,Sadok,Wroclawski,Senior Engineer,1995-04-18,9999-01-01,1985-04-18,1952-05-28
222552,Shaowei,Deyuan,Senior Engineer,1985-02-24,9999-01-01,1985-02-24,1953-08-24
222558,Hinrich,Ducloy,Senior Engineer,1995-06-24,9999-01-01,1985-06-07,1953-10-16
222559,Arvind,Mitina,Senior Staff,1997-07-08,9999-01-01,1985-12-07,1953-05-02
222598,Lokesh,Bade,Staff,1999-12-07,9999-01-01,1985-03-15,1954-08-06
222621,Xudong,Melter,Senior Staff,2001-05-11,9999-01-01,1985-07-13,1953-08-01
222660,Moriyoshi,Swiss,Senior Staff,1985-03-26,9999-01-01,1985-03-26,1954-07-20
222674,Turgut,Kitsuregawa,Senior Engineer,1991-06-21,9999-01-01,1985-06-21,1952-07-03
222702,Dmitry,Barbanera,Senior Engineer,1992-02-11,9999-01-01,1985-02-10,1953-07-04
222744,Theirry,Nitsch,Senior Staff,1990-08-02,9999-01-01,1985-08-02,1954-03-11
222899,Yoshimitsu,Peres,Senior Engineer,1993-02-05,9999-01-01,1985-02-05,1953-07-19
222935,Aiichiro,Chiola,Senior Engineer,1997-10-23,9999-01-01,1985-02-05,1954-04-05
222960,Jaroslava,Garnick,Senior Engineer,1998-01-16,9999-01-01,1985-10-24,1954-05-19
222964,Shugo,Pappas,Engineer,1996-11-06,9999-01-01,1985-05-05,1954-10-08
222979,Subhankar,Markovitch,Technique Leader,1985-08-02,9999-01-01,1985-08-02,1953-09-12
223032,Alselm,Rodite,Senior Engineer,1985-03-30,9999-01-01,1985-03-30,1953-01-22
223100,Mayumi,Speel,Staff,1999-11-28,9999-01-01,1985-07-09,1954-08-15
223137,Khedija,Coorg,Senior Engineer,1995-05-05,9999-01-01,1985-06-10,1954-12-19
223140,Horward,Vadhan,Engineer,1996-04-19,9999-01-01,1985-06-25,1954-03-08
223319,Ronnie,Terlouw,Senior Engineer,1990-06-05,9999-01-01,1985-06-05,1952-10-25
223327,Teunis,Peron,Senior Staff,1990-12-05,9999-01-01,1985-12-05,1953-07-17
223355,Hauke,Marletta,Staff,1998-03-14,9999-01-01,1985-09-06,1952-09-24
223379,Nahum,Dehkordi,Staff,1997-09-01,9999-01-01,1985-12-15,1954-02-18
223381,Masadi,Schnelling,Senior Engineer,1991-03-15,9999-01-01,1985-03-15,1955-04-11
223390,Rasiah,Falck,Senior Engineer,1994-02-15,9999-01-01,1985-02-15,1954-08-21
223398,Geoff,Denos,Senior Engineer,1991-08-23,9999-01-01,1985-08-23,1954-08-12
223407,Susuma,Rande,Senior Staff,1997-10-17,9999-01-01,1985-11-21,1955-05-19
223413,Jingling,Gist,Engineer,1994-04-15,9999-01-01,1985-04-15,1952-04-04
223423,Supot,Rullman,Staff,1997-02-09,9999-01-01,1985-08-21,1954-10-28
223456,Stabislas,Stassinopoulos,Senior Engineer,2000-06-11,9999-01-01,1985-05-11,1953-01-28
223491,Diederik,Snyers,Senior Engineer,1994-05-13,9999-01-01,1985-05-13,1952-05-03
223525,Toong,Kropf,Senior Staff,1992-07-27,9999-01-01,1985-07-27,1955-08-21
223547,Gaetan,Heijenga,Senior Engineer,1994-03-13,9999-01-01,1985-03-13,1952-06-04
223550,Seongbae,McFarlan,Senior Staff,1992-07-26,9999-01-01,1985-07-26,1952-04-18
223557,Nishit,Polajnar,Senior Staff,1992-09-22,9999-01-01,1985-09-22,1953-07-07
223620,Kazuyasu,Marshall,Senior Engineer,2001-04-16,9999-01-01,1985-11-08,1955-10-28
223703,Kokou,Bottner,Senior Staff,1992-03-04,9999-01-01,1985-03-04,1954-10-09
223745,Jenwei,Jeansoulin,Senior Staff,1993-10-02,9999-01-01,1985-11-02,1955-03-29
223750,Shaibal,Dayana,Senior Staff,1995-06-08,9999-01-01,1985-11-15,1955-02-05
223888,Gino,Stentiford,Senior Staff,1996-10-19,9999-01-01,1985-05-06,1954-08-16
223937,Heekeun,Schoegge,Senior Engineer,1999-10-16,9999-01-01,1985-09-23,1952-12-21
223970,Marjo,Jansen,Senior Engineer,2001-06-10,9999-01-01,1985-06-10,1952-03-02
224044,Ingemar,Mitchem,Senior Engineer,1993-10-27,9999-01-01,1985-10-27,1952-08-22
224051,Mark,Syrzycki,Senior Engineer,1987-09-24,9999-01-01,1985-10-12,1953-08-05
224117,Weiru,Khasidashvili,Senior Staff,1998-01-05,9999-01-01,1985-04-19,1954-10-19
224141,Pranjal,Chenoweth,Senior Engineer,1996-12-15,9999-01-01,1985-03-13,1954-07-11
224181,Sadun,Zongker,Senior Engineer,1992-08-15,9999-01-01,1985-08-15,1952-03-31
224211,Amstein,Schreiter,Senior Engineer,1990-08-05,9999-01-01,1985-08-05,1954-09-15
224309,Valeri,Shackell,Senior Engineer,1992-02-21,9999-01-01,1985-02-20,1955-02-02
224368,Aksel,Ventosa,Senior Staff,1991-07-06,9999-01-01,1985-07-06,1954-02-19
224456,Kwok,Stasinski,Senior Staff,1996-07-07,9999-01-01,1985-04-05,1952-02-10
224467,Gad,Miyakawa,Senior Engineer,1992-04-29,9999-01-01,1985-04-29,1955-07-23
224597,Dipayan,Genther,Senior Staff,1985-09-07,9999-01-01,1985-09-07,1952-07-29
224676,Souichi,Cesareni,Senior Staff,1996-05-28,9999-01-01,1985-12-28,1954-01-28
224791,Jenwei,Besancenot,Senior Engineer,1985-05-17,9999-01-01,1985-05-17,1953-05-07
224824,Leaf,Zedlitz,Senior Staff,1990-09-27,9999-01-01,1985-09-27,1954-07-07
224828,Zhigen,Versino,Senior Engineer,1985-10-11,9999-01-01,1985-10-11,1953-12-24
224853,Djelloul,Randi,Senior Engineer,1993-10-24,9999-01-01,1985-10-24,1953-04-27
224875,Yongmao,Gewali,Senior Staff,1991-10-22,9999-01-01,1985-10-22,1954-08-07
224880,Angus,Ramsay,Technique Leader,1994-11-07,9999-01-01,1985-02-06,1955-07-12
224899,Taisook,Taubman,Technique Leader,1985-05-10,9999-01-01,1985-05-10,1954-10-23
224901,Naftali,Pero,Senior Engineer,1992-12-22,9999-01-01,1985-12-22,1953-07-20
224907,Holgard,Matzke,Senior Staff,1992-05-07,9999-01-01,1985-05-07,1952-07-05
224995,Chikara,Kadhim,Senior Engineer,1990-03-05,9999-01-01,1985-03-05,1952-12-13
225033,Naraig,Camurati,Senior Engineer,1995-12-14,9999-01-01,1985-11-16,1952-09-15
225105,Palash,Hempstead,Senior Staff,1999-05-29,9999-01-01,1985-10-03,1952-02-02
225211,Barry,Krichel,Senior Staff,1992-12-22,9999-01-01,1985-05-06,1955-10-15
225254,Sanjoy,Tzvieli,Senior Staff,1985-02-09,9999-01-01,1985-02-09,1955-02-09
225301,Huican,Collavizza,Senior Staff,1994-11-17,9999-01-01,1985-11-17,1955-05-21
225306,Wonhee,Pagter,Senior Staff,1991-07-02,9999-01-01,1985-07-02,1952-08-26
225313,Luisa,Eiron,Senior Engineer,1992-12-08,9999-01-01,1985-08-31,1953-03-30
